"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Dataset","Input.Sample1","Input.Sample2","Input.Incoherent_Sample","Answer.Answer","Answer.FollowupAnswer","Approve","Reject"
"32PT7WK7DMC50HNVXKKLK075HLBD3D","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:40 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:40 PST 2018","","","3570Y55XZQGCEOS4EYJL4Z2ZLVRYGC","A16HSMUJ7C7QA7","Approved","Fri Feb 09 15:32:04 PST 2018","Fri Feb 09 15:32:30 PST 2018","Mon Feb 12 15:32:30 PST 2018","Mon Feb 12 07:50:22 PST 2018","","","26","100% (3/3)","100% (3/3)","100% (3/3)","incoherent_sentences_arg2_random.json","Having a proposal sponsored by Democrats would have given the president an advantage. By contrast having only a Republican measure makes the task harder. 
","Having a proposal sponsored by Democrats would have given the president an advantage. By contrast he lived with her. 
","2","SampleText2","3"
"32PT7WK7DMC50HNVXKKLK075HLBD3D","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:40 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:40 PST 2018","","","3OS4RQUCRACANG3YTMZJE34MZ5EFBG","AKSJ3C5O3V9RB","Approved","Fri Feb 09 08:36:16 PST 2018","Fri Feb 09 08:52:59 PST 2018","Mon Feb 12 08:52:59 PST 2018","Mon Feb 12 07:50:27 PST 2018","","","1003","100% (20/20)","100% (20/20)","100% (20/20)","incoherent_sentences_arg2_random.json","Having a proposal sponsored by Democrats would have given the president an advantage. By contrast having only a Republican measure makes the task harder. 
","Having a proposal sponsored by Democrats would have given the president an advantage. By contrast he lived with her. 
","2","SampleText2","3"
"32PT7WK7DMC50HNVXKKLK075HLBD3D","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:40 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:40 PST 2018","","","3QJOXOW4XKOE0T7ZP05MA1UGZ9ZEMU","AYSG3J2U3UF1Y","Approved","Sun Feb 11 11:54:35 PST 2018","Sun Feb 11 11:56:10 PST 2018","Wed Feb 14 11:56:10 PST 2018","Mon Feb 12 07:50:29 PST 2018","","","95","100% (8/8)","100% (8/8)","100% (8/8)","incoherent_sentences_arg2_random.json","Having a proposal sponsored by Democrats would have given the president an advantage. By contrast having only a Republican measure makes the task harder. 
","Having a proposal sponsored by Democrats would have given the president an advantage. By contrast he lived with her. 
","2","SampleText2","3"
"32PT7WK7DMC50HNVXKKLK075HLBD3D","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:40 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:40 PST 2018","","","3UXUOQ9OKFUSPDJ05P1BV07ZJ5GA7U","A14I3K8UN3612X","Approved","Sun Feb 11 14:23:05 PST 2018","Sun Feb 11 14:25:22 PST 2018","Wed Feb 14 14:25:22 PST 2018","Mon Feb 12 07:50:21 PST 2018","","","137","100% (12/12)","100% (12/12)","100% (12/12)","incoherent_sentences_arg2_random.json","Having a proposal sponsored by Democrats would have given the president an advantage. By contrast having only a Republican measure makes the task harder. 
","Having a proposal sponsored by Democrats would have given the president an advantage. By contrast he lived with her. 
","2","SampleText2","3"
"338GLSUI4386IIM6E5GCG8I2LEQFSI","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:39 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:39 PST 2018","","","3AAPLD8UCDEUXYOLOYE4HIMLLRRHT6","AKSJ3C5O3V9RB","Approved","Fri Feb 09 08:36:07 PST 2018","Fri Feb 09 08:48:18 PST 2018","Mon Feb 12 08:48:18 PST 2018","Mon Feb 12 07:50:27 PST 2018","","","731","100% (20/20)","100% (20/20)","100% (20/20)","incoherent_sentences_arg2_random.json","But many economists were not nearly as jubilant. Because so far it hasn't had any noticeable effect on response rates. 
","But many economists were not nearly as jubilant. Because the climb in wholesale energy prices is certain to push up retail energy prices in the next few months. 
","1","SampleText1","1"
"338GLSUI4386IIM6E5GCG8I2LEQFSI","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:39 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:39 PST 2018","","","3GM6G9ZBKOUGPCPWFVUH9NUH2FITMN","A16HSMUJ7C7QA7","Approved","Fri Feb 09 15:17:06 PST 2018","Fri Feb 09 15:17:35 PST 2018","Mon Feb 12 15:17:35 PST 2018","Mon Feb 12 07:50:22 PST 2018","","","29","100% (3/3)","100% (3/3)","100% (3/3)","incoherent_sentences_arg2_random.json","But many economists were not nearly as jubilant. Because so far it hasn't had any noticeable effect on response rates. 
","But many economists were not nearly as jubilant. Because the climb in wholesale energy prices is certain to push up retail energy prices in the next few months. 
","1","SampleText2","2"
"338GLSUI4386IIM6E5GCG8I2LEQFSI","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:39 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:39 PST 2018","","","3L70J4KAZHJ86MKAW24XVSHV5CDAD9","A1AJG4BGSRPC93","Approved","Fri Feb 09 16:22:32 PST 2018","Fri Feb 09 16:22:53 PST 2018","Mon Feb 12 16:22:53 PST 2018","Mon Feb 12 07:50:22 PST 2018","","","21","100% (5/5)","100% (5/5)","100% (5/5)","incoherent_sentences_arg2_random.json","But many economists were not nearly as jubilant. Because so far it hasn't had any noticeable effect on response rates. 
","But many economists were not nearly as jubilant. Because the climb in wholesale energy prices is certain to push up retail energy prices in the next few months. 
","1","SampleText2","2"
"338GLSUI4386IIM6E5GCG8I2LEQFSI","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:39 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:39 PST 2018","","","3LO69W1SU4ASEPL5VJUVAR03CKJLGB","A37PO5YNKE5D97","Approved","Sun Feb 11 10:23:21 PST 2018","Sun Feb 11 10:24:24 PST 2018","Wed Feb 14 10:24:24 PST 2018","Mon Feb 12 07:50:25 PST 2018","","","63","100% (3/3)","100% (3/3)","100% (3/3)","incoherent_sentences_arg2_random.json","But many economists were not nearly as jubilant. Because so far it hasn't had any noticeable effect on response rates. 
","But many economists were not nearly as jubilant. Because the climb in wholesale energy prices is certain to push up retail energy prices in the next few months. 
","1","SampleText1","1"
"33CLA8O0MI8UH3MTZGG7QYD6ZC7FRU","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:39 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:39 PST 2018","","","338JKRMM27WPI2PCIYNNMDWTX8CAHW","A14I3K8UN3612X","Approved","Sun Feb 11 14:23:10 PST 2018","Sun Feb 11 14:27:16 PST 2018","Wed Feb 14 14:27:16 PST 2018","Mon Feb 12 07:50:21 PST 2018","","","246","100% (12/12)","100% (12/12)","100% (12/12)","incoherent_sentences_arg2_random.json","Nancy Igdaloff may be a good prospect for such a gizmo. Because the stress study was undertaken because problems related to stress ""are much more prevalent than they seem. 
","Nancy Igdaloff may be a good prospect for such a gizmo. Because she's trying to sell a $150 exercise bike she bought about five years ago for her roommate. 
","1","SampleText2","3"
"33CLA8O0MI8UH3MTZGG7QYD6ZC7FRU","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:39 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:39 PST 2018","","","33IZTU6J82YQ4OBL42R0AZET73QXSU","A5V3ZMQI0PU3F","Approved","Sat Feb 10 20:02:56 PST 2018","Sat Feb 10 20:24:03 PST 2018","Tue Feb 13 20:24:03 PST 2018","Mon Feb 12 07:50:25 PST 2018","","","1267","100% (7/7)","100% (7/7)","100% (7/7)","incoherent_sentences_arg2_random.json","Nancy Igdaloff may be a good prospect for such a gizmo. Because the stress study was undertaken because problems related to stress ""are much more prevalent than they seem. 
","Nancy Igdaloff may be a good prospect for such a gizmo. Because she's trying to sell a $150 exercise bike she bought about five years ago for her roommate. 
","1","SampleText1","2"
"33CLA8O0MI8UH3MTZGG7QYD6ZC7FRU","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:39 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:39 PST 2018","","","3EKVH9QMEZ1J1JP6JNBIPAYXTMLD21","AKSJ3C5O3V9RB","Approved","Fri Feb 09 08:36:55 PST 2018","Fri Feb 09 08:58:47 PST 2018","Mon Feb 12 08:58:47 PST 2018","Mon Feb 12 07:50:27 PST 2018","","","1312","100% (20/20)","100% (20/20)","100% (20/20)","incoherent_sentences_arg2_random.json","Nancy Igdaloff may be a good prospect for such a gizmo. Because the stress study was undertaken because problems related to stress ""are much more prevalent than they seem. 
","Nancy Igdaloff may be a good prospect for such a gizmo. Because she's trying to sell a $150 exercise bike she bought about five years ago for her roommate. 
","1","SampleText2","2"
"33CLA8O0MI8UH3MTZGG7QYD6ZC7FRU","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:39 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:39 PST 2018","","","3NL0RFNU0GK1I3A3FIGTM2QLXFA4K9","AYSG3J2U3UF1Y","Approved","Sun Feb 11 11:54:10 PST 2018","Sun Feb 11 11:54:35 PST 2018","Wed Feb 14 11:54:35 PST 2018","Mon Feb 12 07:50:29 PST 2018","","","25","100% (8/8)","100% (8/8)","100% (8/8)","incoherent_sentences_arg2_random.json","Nancy Igdaloff may be a good prospect for such a gizmo. Because the stress study was undertaken because problems related to stress ""are much more prevalent than they seem. 
","Nancy Igdaloff may be a good prospect for such a gizmo. Because she's trying to sell a $150 exercise bike she bought about five years ago for her roommate. 
","1","SampleText1","2"
"33IXYHIZB5FL755CPFH078KYBJC2EK","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:40 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:40 PST 2018","","","32SVAV9L3G6AOUID3DYLIJVJEXO3A0","AKSJ3C5O3V9RB","Approved","Fri Feb 09 08:37:01 PST 2018","Fri Feb 09 09:04:34 PST 2018","Mon Feb 12 09:04:34 PST 2018","Mon Feb 12 07:50:29 PST 2018","","","1653","100% (20/20)","100% (20/20)","100% (20/20)","incoherent_sentences_arg2_diff_sense.json","In only one presidential election year prior to 1948 did more than 20% of the nation's congressional districts choose a different party's candidate for the White House than for the House of Representatives. But why should you beat your brains out fighting the environmentalists, the neighborhood groups, dealing with traffic mitigation, sewers and fighting city hall, then try to convince a lender to lend you money in an overbuilt market when you can get pension fund money, buy a portfolio, sell off pieces off it and play your own game. 
","In only one presidential election year prior to 1948 did more than 20% of the nation's congressional districts choose a different party's candidate for the White House than for the House of Representatives. But now that percentage routinely equals a third and twice has been above 40%. 
","1","SampleText1","3"
"33IXYHIZB5FL755CPFH078KYBJC2EK","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:40 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:40 PST 2018","","","3GDTJDAPVV8XRSX8CXJMIRYUO6B8MZ","A14I3K8UN3612X","Approved","Sun Feb 11 14:23:02 PST 2018","Sun Feb 11 14:24:07 PST 2018","Wed Feb 14 14:24:07 PST 2018","Mon Feb 12 07:50:22 PST 2018","","","65","100% (12/12)","100% (12/12)","100% (12/12)","incoherent_sentences_arg2_diff_sense.json","In only one presidential election year prior to 1948 did more than 20% of the nation's congressional districts choose a different party's candidate for the White House than for the House of Representatives. But why should you beat your brains out fighting the environmentalists, the neighborhood groups, dealing with traffic mitigation, sewers and fighting city hall, then try to convince a lender to lend you money in an overbuilt market when you can get pension fund money, buy a portfolio, sell off pieces off it and play your own game. 
","In only one presidential election year prior to 1948 did more than 20% of the nation's congressional districts choose a different party's candidate for the White House than for the House of Representatives. But now that percentage routinely equals a third and twice has been above 40%. 
","1","SampleText1","3"
"33IXYHIZB5FL755CPFH078KYBJC2EK","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:40 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:40 PST 2018","","","3OCHAWUVGPHSG5YDZTIYJDNJQALXKN","AKVDY8OXNMQED","Approved","Sun Feb 11 13:55:50 PST 2018","Sun Feb 11 13:56:49 PST 2018","Wed Feb 14 13:56:49 PST 2018","Mon Feb 12 07:50:29 PST 2018","","","59","100% (1/1)","100% (1/1)","100% (1/1)","incoherent_sentences_arg2_diff_sense.json","In only one presidential election year prior to 1948 did more than 20% of the nation's congressional districts choose a different party's candidate for the White House than for the House of Representatives. But why should you beat your brains out fighting the environmentalists, the neighborhood groups, dealing with traffic mitigation, sewers and fighting city hall, then try to convince a lender to lend you money in an overbuilt market when you can get pension fund money, buy a portfolio, sell off pieces off it and play your own game. 
","In only one presidential election year prior to 1948 did more than 20% of the nation's congressional districts choose a different party's candidate for the White House than for the House of Representatives. But now that percentage routinely equals a third and twice has been above 40%. 
","1","SampleText1","3"
"33IXYHIZB5FL755CPFH078KYBJC2EK","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:40 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:40 PST 2018","","","3WI0P0II62P0536RYDQJQI655KXRD2","AYSG3J2U3UF1Y","Approved","Sun Feb 11 11:56:49 PST 2018","Sun Feb 11 11:57:20 PST 2018","Wed Feb 14 11:57:20 PST 2018","Mon Feb 12 07:50:30 PST 2018","","","31","100% (8/8)","100% (8/8)","100% (8/8)","incoherent_sentences_arg2_diff_sense.json","In only one presidential election year prior to 1948 did more than 20% of the nation's congressional districts choose a different party's candidate for the White House than for the House of Representatives. But why should you beat your brains out fighting the environmentalists, the neighborhood groups, dealing with traffic mitigation, sewers and fighting city hall, then try to convince a lender to lend you money in an overbuilt market when you can get pension fund money, buy a portfolio, sell off pieces off it and play your own game. 
","In only one presidential election year prior to 1948 did more than 20% of the nation's congressional districts choose a different party's candidate for the White House than for the House of Representatives. But now that percentage routinely equals a third and twice has been above 40%. 
","1","","2"
"35A1YQPVFEDPM7QL3H9PQUL2NMAI5A","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:39 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:39 PST 2018","","","3KB8R4ZV1F4G1GZT4651WO4Y0QABGJ","AYSG3J2U3UF1Y","Approved","Sun Feb 11 11:52:10 PST 2018","Sun Feb 11 11:52:32 PST 2018","Wed Feb 14 11:52:32 PST 2018","Mon Feb 12 07:50:29 PST 2018","","","22","100% (8/8)","100% (8/8)","100% (8/8)","incoherent_sentences_arg2_random.json","With less capital coming in, China's balance of payments would suffer. For example determining when handicapped access is required can be a nightmare for architects. 
","With less capital coming in, China's balance of payments would suffer. For example the Western government report's first scenario assumes a 30% reduction in foreign borrowing and a 5% contraction in foreign direct investment. 
","1","SampleText1","2"
"35A1YQPVFEDPM7QL3H9PQUL2NMAI5A","33Q5C6LAR9Z5WWEVJ8MGRODQEETE2F","Coherent vs Incoherent sentences","The assignment is to select the incoherent text from a coherent/incoherent pair of texts and indicate how incoherent the selected text is relative to the other.","Reading, Text, Coherence, Incoherence","$0.03","Fri Feb 09 08:35:39 PST 2018","4","BatchId:3108852;OriginalHitTemplateId:920937336;","1800","259200","Fri Feb 16 08:35:39 PST 2018","","","3MHW492WW1AV24TLKQUWA5I2Z4XMV3","A1K8QNLYYYX21W","Approved","Sun Feb 11 10:31:30 PST 2018","Sun Feb 11 10:35:22 PST 2018","Wed Feb 14 10:35:22 PST 2018","Mon Feb 12 07:50:23 PST 2018","","","232","100% (7/7)","100% (7/7)","100% (7/7)","incoherent_sentences_arg2_random.json","With less capital coming in, China's balance of payments would suffer. For example determining when handicapped access is required can be a nightmare for architects. 
","With less capital coming in, China's balance of payments would suffer. For example the Western government report's first scenario assumes a 30% reduction in foreign borrowing and a 5% contraction in foreign direct investment. 
","1","SampleText2","1"
